CustomerKey,Recency_Days,Frequency,Monetary,FirstPurchaseDate,LastPurchaseDate,TotalOrders,TotalQuantity,TotalRevenue,AvgOrderValue,StdOrderValue,TotalProfit,CustomerLifetime_Days,AvgDaysBetweenOrders,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11062,354,1,2126.7024,2016-07-11,2016-07-11,1,4,2126.7024,708.9008,1160.6564552689483,992.4236,0,0.0,MR.,NOAH,POWELL,1975-09-02,M,M,noah5@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
11063,349,1,2155.3266,2016-07-16,2016-07-16,1,9,2155.3266,431.06532,904.6482732095783,983.4623999999999,0,0.0,MS.,ANGELA,MURPHY,1975-04-07,S,F,angela41@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
11064,336,1,2069.0782,2016-07-29,2016-07-29,1,3,2069.0782,1034.5391,1434.8032390490412,955.7955999999999,0,0.0,MR.,CHASE,REED,1975-12-07,M,M,chase21@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
11065,320,1,198.58,2016-08-14,2016-08-14,1,4,198.58,66.19333333333334,81.7994629159222,124.31099999999999,0,0.0,MS.,JESSICA,HENDERSON,1973-10-09,M,F,jessica29@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
11066,100,2,87.1942,2016-12-02,2017-03-22,2,7,87.1942,17.43884,15.595379050475175,55.1385,110,55.0,MS.,GRACE,BUTLER,1973-11-27,M,F,grace62@adventure-works.com,"$70,000 ",0,Partial College,Professional,Y
11067,131,1,10.27,2017-02-19,2017-02-19,1,3,10.27,5.135,4.023437584951456,6.4289000000000005,0,0.0,MR.,CALEB,CARTER,1976-09-25,S,M,caleb40@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y
11068,81,3,204.83620000000002,2016-11-01,2017-04-10,3,18,204.83620000000002,22.75957777777778,13.746094121765807,126.41380000000001,160,53.333333333333336,MRS.,TIFFANY,LIANG,1955-09-23,S,F,tiffany17@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y
11069,206,2,4455.489600000001,2016-07-30,2016-12-06,2,2,4455.489600000001,2227.7448000000004,221.07721798068638,1855.6958000000004,129,64.5,MRS.,CAROLYN,NAVARRO,1955-09-21,S,F,carolyn30@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N
11070,184,2,4547.1682,2016-07-13,2016-12-28,2,15,4547.1682,505.24091111111113,973.9007699709305,1916.7839000000004,168,84.0,MR.,WILLIE,RAJI,1955-04-05,M,M,willie40@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y
11071,27,3,168.76,2016-09-02,2017-06-03,3,14,168.76,24.108571428571427,19.63515760786539,84.26320000000001,274,91.33333333333333,MRS.,LINDA,SERRANO,1955-06-26,S,F,linda31@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y
11072,195,2,4581.399600000001,2016-07-13,2016-12-17,2,9,4581.399600000001,763.5666000000001,1138.5636118241966,1913.1353000000004,157,78.5,MRS.,CASEY,LUO,1955-02-06,S,F,casey6@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,N
11073,128,3,231.4568,2016-09-24,2017-02-22,3,16,231.4568,23.14568,14.008847740767258,119.6772,151,50.333333333333336,MRS.,AMY,YE,1956-08-14,S,F,amy16@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y
11074,214,3,139.1042,2016-09-24,2016-11-28,3,11,139.1042,19.87202857142857,16.81868879567353,87.634,65,21.666666666666668,MR.,LEVI,ARUN,1956-08-28,S,M,levi6@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,Y
11075,186,2,4470.1182,2016-07-20,2016-12-26,2,7,4470.1182,1117.52955,1276.444410455652,1868.5508000000002,159,79.5,MRS.,FELICIA,JIMENEZ,1957-11-16,S,F,felicia4@adventure-works.com,"$80,000 ",2,High School,Professional,Y
11076,189,2,4510.479600000001,2016-07-04,2016-12-23,2,3,4510.479600000001,1503.4932000000001,1264.14346830679,1890.1195000000005,172,86.0,MR.,BLAKE,ANDERSON,1957-07-13,S,M,blake9@adventure-works.com,"$80,000 ",2,High School,Professional,Y
11077,198,2,4545.4696,2016-07-29,2016-12-14,2,4,4545.4696,1136.3674,1266.687761214673,1912.0232000000005,138,69.0,MRS.,LEAH,YE,1957-09-19,S,F,leah7@adventure-works.com,"$80,000 ",2,High School,Professional,N
11078,3,16,991.2692,2016-08-19,2017-06-27,16,47,991.2692,33.04230666666667,30.679689622513248,570.9557,312,19.5,MS.,GINA,MARTIN,1974-01-10,S,F,gina1@adventure-works.com,"$40,000 ",0,High School,Professional,N
11079,119,2,84.2084,2016-09-16,2017-03-03,2,10,84.2084,21.0521,9.152546401958308,47.7696,168,84.0,MR.,DONALD,GONZALEZ,1959-03-11,S,M,donald20@adventure-works.com,"$160,000 ",0,Graduate Degree,Management,Y
11080,187,2,4582.181100000001,2016-07-17,2016-12-25,2,7,4582.181100000001,763.6968500000002,1138.4145685898047,1921.8125000000005,161,80.5,MR.,DAMIEN,CHANDER,1959-07-17,M,M,damien32@adventure-works.com,"$170,000 ",0,Graduate Degree,Management,Y
11081,258,2,116.5484,2016-08-16,2016-10-15,2,7,116.5484,23.30968,21.16026622025347,46.634600000000006,60,30.0,MRS.,SAVANNAH,BAKER,1966-07-24,M,F,savannah39@adventure-works.com,"$120,000 ",2,Bachelors,Management,Y
11082,52,2,2896.5144,2016-07-26,2017-05-09,2,8,2896.5144,482.7524,819.1921520697229,1288.1515,287,143.5,,ANGELA,BUTLER,1966-08-04,S,,angela17@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N
11083,50,2,2887.4038000000005,2016-07-10,2017-05-11,2,5,2887.4038000000005,577.4807600000001,891.1824130343507,1281.1190000000001,305,152.5,MS.,ALYSSA,COX,1966-03-15,M,F,alyssa37@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y
11084,37,2,2846.3096,2016-07-08,2017-05-24,2,8,2846.3096,569.26192,897.4980321919554,1254.8387000000002,320,160.0,MR.,LUCAS,PHILLIPS,1957-09-12,S,M,lucas7@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,N
11085,22,1,78.6242,2017-06-08,2017-06-08,1,4,78.6242,26.208066666666667,14.07025796541532,49.773799999999994,0,0.0,MRS.,EMILY,JOHNSON,1957-07-19,S,F,emily1@adventure-works.com,"$60,000 ",2,High School,Professional,N
11086,7,2,185.7577,2017-01-03,2017-06-23,2,10,185.7577,30.959616666666665,16.59725093193649,101.2788,171,85.5,MR.,RYAN,BROWN,1957-12-23,M,M,ryan43@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y
11087,140,2,206.56,2016-08-29,2017-02-10,2,6,206.56,51.64,72.85578997810218,129.3064,165,82.5,MRS.,TAMARA,LIANG,1957-10-03,M,F,tamara6@adventure-works.com,"$70,000 ",3,Partial College,Professional,N
11089,40,2,2968.7438999999995,2016-07-02,2017-05-21,2,9,2968.7438999999995,424.10627142857135,763.5066187449954,1322.5435,323,161.5,MRS.,ABIGAIL,PRICE,1957-02-05,S,F,abigail25@adventure-works.com,"$80,000 ",2,Bachelors,Management,Y
11090,37,3,6497.737,2015-02-07,2017-05-24,3,9,6497.737,1082.9561666666666,1450.7276275726103,2702.0789,837,279.0,MR.,TREVOR,BRYANT,1957-12-17,S,M,trevor18@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y
11091,7,26,1513.1358,2016-08-02,2017-06-23,26,97,1513.1358,27.020282142857145,23.735192040651032,870.1638,325,12.5,MR.,DALTON,PEREZ,1957-04-04,M,M,dalton37@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y
11092,189,2,4517.4296,2016-07-16,2016-12-23,2,6,4517.4296,1129.3574,1274.7590803004205,1894.4702000000004,160,80.0,MRS.,CHERYL,DIAZ,1967-05-06,M,F,cheryl4@adventure-works.com,"$90,000 ",2,Bachelors,Professional,Y
11093,202,2,4572.7324,2016-07-11,2016-12-10,2,9,4572.7324,762.1220666666667,1131.6032012976327,1933.3425000000002,152,76.0,MS.,AIMEE,HE,1967-09-10,M,F,aimee13@adventure-works.com,"$100,000 ",0,Graduate Degree,Management,Y
11094,128,2,198.82,2016-10-09,2017-02-22,2,7,198.82,49.705,50.36326339704368,124.4612,136,68.0,MR.,CEDRIC,MA,1962-04-01,S,M,cedric15@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,N
11095,185,2,4550.7624,2016-07-31,2016-12-27,2,8,4550.7624,758.4603999999999,1134.5100952418115,1898.2092000000002,149,74.5,MR.,CHAD,KUMAR,1962-09-01,S,M,chad9@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
11096,150,2,4441.812400000001,2016-08-26,2017-01-31,2,3,4441.812400000001,1480.6041333333335,1285.7103331243836,1848.3593,158,79.0,MR.,ANDRÉS,ANAND,1962-08-10,M,M,andrés18@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
11097,156,2,4488.138199999999,2016-09-17,2017-01-25,2,5,4488.138199999999,1122.0345499999999,1271.2684706056953,1879.8314,130,65.0,MR.,EDWIN,NARA,1961-10-27,M,M,edwin39@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
11098,73,3,148.92000000000002,2016-08-15,2017-04-18,3,8,148.92000000000002,37.230000000000004,32.61047991060543,71.84360000000001,246,82.0,MRS.,MALLORY,RUBIO,1961-05-01,S,F,mallory7@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N
11099,179,2,4595.0682,2016-09-07,2017-01-02,2,12,4595.0682,574.383525,1017.6931399572154,1904.0093000000002,117,58.5,MR.,ADAM,ROSS,1961-03-08,M,M,adam2@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
11100,142,2,4585.5358,2016-09-24,2017-02-08,2,9,4585.5358,764.2559666666666,1138.0431153172533,1935.2913000000005,137,68.5,MRS.,LATASHA,NAVARRO,1960-09-15,S,F,latasha10@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
11101,181,2,4674.0939,2016-07-30,2016-12-31,2,10,4674.0939,779.0156499999999,1127.2258091808505,1989.8221000000003,154,77.0,MS.,ABBY,SAI,1965-05-08,S,F,abby4@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
11102,19,3,150.82999999999998,2017-01-17,2017-06-11,3,9,150.82999999999998,30.165999999999997,20.75797148085525,94.4193,145,48.333333333333336,MRS.,JULIA,NELSON,1965-04-21,S,F,julia7@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y
11103,204,2,4599.2044000000005,2016-07-13,2016-12-08,2,10,4599.2044000000005,657.0292000000001,1069.8627391422074,1926.1655000000003,148,74.0,MS.,CASSIE,CHANDE,1964-10-17,S,F,cassie13@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
11104,195,2,4537.128199999999,2016-07-26,2016-12-17,2,7,4537.128199999999,907.4256399999998,1201.0256823332497,1889.1191000000003,144,72.0,MR.,EDGAR,SARA,1964-03-11,M,M,edgar11@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
11105,205,2,4458.0581999999995,2016-07-04,2016-12-07,2,5,4458.0581999999995,1114.5145499999999,1279.8901124180454,1861.0014,156,78.0,MS.,CANDACE,FERNANDEZ,1964-12-28,S,F,candace15@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
11106,195,2,4433.1682,2016-07-04,2016-12-17,2,2,4433.1682,2216.5841,236.86083128626416,1845.4203000000002,166,83.0,MR.,JESSIE,LIU,1964-09-11,S,M,jessie9@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
